Price,NVDA
Ticker,NVDA
Date,
2011-01-03,0.36258843541145325
2011-01-04,0.3614424765110016
2011-01-05,0.38917502760887146
2011-01-06,0.44303634762763977
2011-01-07,0.4554128646850586
2011-01-10,0.4728316068649292
2011-01-11,0.4654974341392517
2011-01-12,0.5351731181144714
2011-01-13,0.5360899567604065
2011-01-14,0.5406737923622131
2011-01-18,0.5280681252479553
2011-01-19,0.5136287808418274
2011-01-20,0.5140871405601501
2011-01-21,0.5092740058898926
2011-01-24,0.5668023228645325
2011-01-25,0.5493831038475037
2011-01-26,0.5624474287033081
2011-01-27,0.560843288898468
2011-01-28,0.5445703268051147
2011-01-31,0.5482375025749207
2011-02-01,0.560843288898468
2011-02-02,0.586283802986145
2011-02-03,0.5752824544906616
2011-02-04,0.5883467197418213
2011-02-07,0.5638226270675659
2011-02-08,0.5470914244651794
2011-02-09,0.5337977409362793
2011-02-10,0.5230258703231812
2011-02-11,0.5379233360290527
2011-02-14,0.5296726226806641
2011-02-15,0.5168375968933105
2011-02-16,0.535860538482666
2011-02-17,0.5885758399963379
2011-02-18,0.587429940700531
2011-02-22,0.5319643616676331
2011-02-23,0.5067527890205383
2011-02-24,0.5191293358802795
2011-02-25,0.5299015045166016
2011-02-28,0.5193588733673096
2011-03-01,0.4962098300457001
2011-03-02,0.4755821228027344
2011-03-03,0.4783323407173157
2011-03-04,0.4758114218711853
2011-03-07,0.4691646695137024
2011-03-08,0.44807860255241394
2011-03-09,0.43868154287338257
2011-03-10,0.4107196033000946
2011-03-11,0.41369912028312683
2011-03-14,0.4171370267868042
2011-03-15,0.40476059913635254
2011-03-16,0.40178096294403076
2011-03-17,0.40934446454048157
2011-03-18,0.40384379029273987
2011-03-21,0.4070524573326111
2011-03-22,0.39994731545448303
2011-03-23,0.4081984758377075
2011-03-24,0.4407443404197693
2011-03-25,0.4269925653934479
2011-03-28,0.44280701875686646
2011-03-29,0.43936920166015625
2011-03-30,0.42286694049835205
2011-03-31,0.4230962097644806
2011-04-01,0.4171370267868042
2011-04-04,0.4022393524646759
2011-04-05,0.4029269516468048
2011-04-06,0.4001765251159668
2011-04-07,0.41484516859054565
2011-04-08,0.4022393524646759
2011-04-11,0.3969677984714508
2011-04-12,0.39811375737190247
2011-04-13,0.4070524573326111
2011-04-14,0.42424216866493225
2011-04-15,0.42882606387138367
2011-04-18,0.4146158695220947
2011-04-19,0.4130115509033203
2011-04-20,0.42561739683151245
2011-04-21,0.42447125911712646
2011-04-25,0.43111807107925415
2011-04-26,0.4423486590385437
2011-04-27,0.4423486590385437
2011-04-28,0.4471617639064789
2011-04-29,0.4583924114704132
2011-05-02,0.4522040784358978
2011-05-03,0.4306597113609314
2011-05-04,0.4274509847164154
2011-05-05,0.4276801347732544
2011-05-06,0.44280701875686646
2011-05-09,0.45266255736351013
2011-05-10,0.45335015654563904
2011-05-11,0.4554128646850586
2011-05-12,0.4698522388935089
2011-05-13,0.4185122549533844
2011-05-16,0.40567731857299805
2011-05-17,0.4040728509426117
2011-05-18,0.41346994042396545
2011-05-19,0.4075108766555786
2011-05-20,0.4146158695220947
2011-05-23,0.41415756940841675
2011-05-24,0.41576194763183594
2011-05-25,0.4208042621612549
2011-05-26,0.4313472509384155
2011-05-27,0.4469326436519623
2011-05-31,0.4593091607093811
2011-06-01,0.43868154287338257
2011-06-02,0.43661871552467346
2011-06-03,0.4230962097644806
2011-06-06,0.41415756940841675
2011-06-07,0.413928359746933
2011-06-08,0.40269774198532104
2011-06-09,0.39811375737190247
2011-06-10,0.3923839330673218
2011-06-13,0.3896336555480957
2011-06-14,0.3928423523902893
2011-06-15,0.38436198234558105
2011-06-16,0.3710685670375824
2011-06-17,0.3623591661453247
2011-06-20,0.35800451040267944
2011-06-21,0.3657970428466797
2011-06-22,0.3607547879219055
2011-06-23,0.3715270459651947
2011-06-24,0.3607547879219055
2011-06-27,0.3531913161277771
2011-06-28,0.355254203081131
2011-06-29,0.3607547879219055
2011-06-30,0.36533859372138977
2011-07-01,0.37015193700790405
2011-07-05,0.36396366357803345
2011-07-06,0.3591504991054535
2011-07-07,0.36052560806274414
2011-07-08,0.353649765253067
2011-07-11,0.34127309918403625
2011-07-12,0.3366892337799072
2011-07-13,0.33600157499313354
2011-07-14,0.3227083384990692
2011-07-15,0.32316654920578003
2011-07-18,0.3162907063961029
2011-07-19,0.32591712474823
2011-07-20,0.3217914402484894
2011-07-21,0.33691853284835815
2011-07-22,0.3437941372394562
2011-07-25,0.3382936120033264
2011-07-26,0.3300425708293915
2011-07-27,0.3176659941673279
2011-07-28,0.31697848439216614
2011-07-29,0.31697848439216614
2011-08-01,0.3339387774467468
2011-08-02,0.33050093054771423
2011-08-03,0.3394396901130676
2011-08-04,0.3071229159832001
2011-08-05,0.2968090772628784
2011-08-08,0.2734310030937195
2011-08-09,0.29635053873062134
2011-08-10,0.28282809257507324
2011-08-11,0.30735206604003906
2011-08-12,0.29520463943481445
2011-08-15,0.306435227394104
2011-08-16,0.2977258563041687
2011-08-17,0.2936004400253296
2011-08-18,0.2736603319644928
2011-08-19,0.2688470482826233
2011-08-22,0.2736603319644928
2011-08-23,0.30322664976119995
2011-08-24,0.298871785402298
2011-08-25,0.28603681921958923
2011-08-26,0.2981843054294586
2011-08-29,0.3062060475349426
2011-08-30,0.31354036927223206
2011-08-31,0.30506014823913574
2011-09-01,0.3043726682662964
2011-09-02,0.2961214780807495
2011-09-06,0.3020804822444916
2011-09-07,0.3266045153141022
2011-09-08,0.32500022649765015
2011-09-09,0.31812426447868347
2011-09-12,0.32568779587745667
2011-09-13,0.3330220878124237
2011-09-14,0.35021185874938965
2011-09-15,0.355254203081131
2011-09-16,0.35433733463287354
2011-09-19,0.3470030725002289
2011-09-20,0.33806443214416504
2011-09-21,0.33164697885513306
2011-09-22,0.3096439838409424
2011-09-23,0.31606146693229675
2011-09-26,0.3167491853237152
2011-09-27,0.31720757484436035
2011-09-28,0.3075813055038452
2011-09-29,0.3000178635120392
2011-09-30,0.28672438859939575
2011-10-03,0.2706807255744934
2011-10-04,0.295663058757782
2011-10-05,0.3062060475349426
2011-10-06,0.3183535039424896
2011-10-07,0.32431262731552124
2011-10-10,0.33875203132629395
2011-10-11,0.33508479595184326
2011-10-12,0.3348556458950043
2011-10-13,0.35433733463287354
2011-10-14,0.3602963984012604
2011-10-17,0.3424190580844879
2011-10-18,0.3547956943511963
2011-10-19,0.3476906716823578
2011-10-20,0.3302716910839081
2011-10-21,0.3318760395050049
2011-10-24,0.34425267577171326
2011-10-25,0.33118852972984314
2011-10-26,0.33508479595184326
2011-10-27,0.34952422976493835
2011-10-28,0.35754603147506714
2011-10-31,0.3392103612422943
2011-11-01,0.3222498297691345
2011-11-02,0.3167491853237152
2011-11-03,0.33577242493629456
2011-11-04,0.33966878056526184
2011-11-07,0.3378351926803589
